Product,Business Location,Unit Purchase Price,Selling Price,Current stock,Product Type,Category,Brand,Tax,SKU
T372 Tecno,CARLCARE,"KSh 2,000","KSh 2,300",1 pieces,Single,FEATURE PHONES,TECNO,,23070
T4 Momofly,BEST PRICE SHOP,KSh 880,KSh 910,0 pieces,Single,,,,18351
T4 Nunix Woofer,BEST PRICE SHOP,"KSh 3,300","KSh 3,650",3 pieces,Single,,,,17838
T4 Sowhat,BEST PRICE SHOP,"KSh 3,800","KSh 4,000",0 pieces,Single,FEATURE PHONES,SOWHAT,,24645
T401C,BEST PRICE SHOP,KSh 0,KSh 850,0 pieces,Single,,,,17618
T402 Tecno,BEST PRICE SHOP,"KSh 2,170","KSh 2,200",2 pieces,Single,FEATURE PHONES,TECNO,,17092
T454 Tecno,BEST PRICE SHOP,"KSh 2,120","KSh 2,280",0 pieces,Single,,,,16968
T466 Tecno,BEST PRICE SHOP,"KSh 1,850","KSh 1,880",0 pieces,Single,,,,17083
T467 Tecno,BEST PRICE SHOP,"KSh 2,300","KSh 2,450",3 pieces,Single,,,,17423
T475 Tecno,BEST PRICE SHOP,"KSh 2,800","KSh 2,800",0 pieces,Single,,,,17356
T485 Tecno,BEST PRICE SHOP,"KSh 3,050","KSh 3,100",1 pieces,Single,,,,18325
T528 Copy.,BEST PRICE SHOP,"KSh 1,030","KSh 1,100",28 pieces,Single,,,,17716
T528 Tecno Not for selling,CARLCARE,"KSh 2,650","KSh 3,000",1 pieces,Single,FEATURE PHONES,TECNO,,23069
T528 Tecno.,BEST PRICE SHOP,"KSh 2,770","KSh 2,800",470 pieces,Single,FEATURE PHONES,TECNO,,17080
T529 Tecno,BEST PRICE SHOP,"KSh 2,340","KSh 2,440",0 pieces,Single,FEATURE PHONES,TECNO,,17137
T5840 Telsom,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",10 pieces,Single,,,,18083
T5850 Telsom,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",15 pieces,Single,,,,18084
T630 Samhe,BEST PRICE SHOP,KSh 900,KSh 940,0 pieces,Single,FEATURE PHONES,SAMHE,,27984
T66 Samhe.,BEST PRICE SHOP,KSh 830,KSh 880,0 pieces,Single,,,,18254
T663 Tecno,BEST PRICE SHOP,"KSh 4,000","KSh 4,050",0 pieces,Single,,,,17909
T70 Taishen,BEST PRICE SHOP,"KSh 2,800","KSh 3,000",0 pieces,Single,,,,18357
T71 Samhe,BEST PRICE SHOP,KSh 850,KSh 890,1 pieces,Single,,,,18453
T72 Samhe.,BEST PRICE SHOP,KSh 870,KSh 910,2 pieces,Single,,,,18454
T73 Samhe.,BEST PRICE SHOP,KSh 850,KSh 890,0 pieces,Single,,,,18455
T74 Samhe,BEST PRICE SHOP,KSh 870,KSh 910,0 pieces,Single,,,,18456
T80 Taishen,BEST PRICE SHOP,"KSh 3,900","KSh 4,100",0 pieces,Single,,,,18358
Tab[32+2]P704A,BEST PRICE SHOP,"KSh 11,020","KSh 11,200",0 pieces,Single,,,,16970
Tape,BEST PRICE SHOP,KSh 150,KSh 180,0 pieces,Single,,,,16985
Tecno T474,BEST PRICE SHOP,"KSh 1,970","KSh 2,010",0 pieces,Single,,,,17327
Tg 2019,BEST PRICE SHOP,KSh 0,KSh 750,-2 pieces,Single,,,,17149
Top 1 Calus.,BEST PRICE SHOP,"KSh 1,560","KSh 1,650",345 pieces,Single,FEATURE PHONES,CALUS,,18584
Top 2 Calus.,BEST PRICE SHOP,"KSh 1,800","KSh 1,850",-29 pieces,Single,FEATURE PHONES,CALUS,,18585
Top Cell R Series.,BEST PRICE SHOP,"KSh 3,000","KSh 3,500",0 pieces,Single,,,,18543
Top Cell Z Series,BEST PRICE SHOP,"KSh 3,000","KSh 3,500",160 pieces,Single,,,,18541
Torch,BEST PRICE SHOP,KSh 0,KSh 80,11 pieces,Single,,,,17539
Tp 2173 Tp Tell,BEST PRICE SHOP,KSh 820,KSh 850,-3 pieces,Single,,,,18282
Tp 2320 Tp Tell,BEST PRICE SHOP,KSh 830,KSh 850,0 pieces,Single,,,,18279
Tp 4000 Tp Tell,BEST PRICE SHOP,KSh 700,KSh 840,-42 pieces,Single,FEATURE PHONES,TP TELL,,18280
Tp 467 Tp Tell.,BEST PRICE SHOP,KSh 820,KSh 850,-13 pieces,Single,,,,18278
Tp 5606 Tp Tell,BEST PRICE SHOP,KSh 820,KSh 850,0 pieces,Single,,,,18281
Tp Link Router 840,BEST PRICE SHOP,"KSh 1,800","KSh 2,000",0 pieces,Single,,,,18134
Transport,BEST PRICE SHOP,KSh 0,KSh 200,0 pieces,Single,,,,17020
Transport,BEST PRICE SHOP,KSh 450,KSh 450,-12 pieces,Single,,,,21880
Tronic Fridge Guard,BEST PRICE SHOP,"KSh 1,050","KSh 1,150",13 pieces,Single,,,,17179
Ts-G106,BEST PRICE SHOP,KSh 450,KSh 500,2 pieces,Single,,,,17371
Ts-G206,BEST PRICE SHOP,KSh 480,KSh 530,0 pieces,Single,,,,17370
Tutor,BEST PRICE SHOP,KSh 0,KSh 200,0 pieces,Single,,,,17329
Tv Africa Kgtel,BEST PRICE SHOP,KSh 0,"KSh 2,200",0 pieces,Single,,,,17910
Tv/Fridge Guard,BEST PRICE SHOP,KSh 370,KSh 420,32 pieces,Single,,,,17018
Type C Galactic,BEST PRICE SHOP,KSh 130,KSh 150,22 pieces,Single,,,,17598
Type C Galactic Charger,BEST PRICE SHOP,KSh 230,KSh 300,213 pieces,Single,ACCESSORIES,GALACTIC,,18058
Type c Otg,BEST PRICE SHOP,KSh 100,KSh 130,39 pieces,Single,,,,17791
Type C Venus,BEST PRICE SHOP,KSh 230,KSh 300,14 pieces,Single,,,,18265
Type C XS,BEST PRICE SHOP,KSh 44,KSh 80,18 pieces,Single,,,,17416
U 2163 Ugbad,BEST PRICE SHOP,KSh 730,KSh 760,-27 pieces,Single,FEATURE PHONES,UGBAD,,22323
U 2173 Ugbad,BEST PRICE SHOP,KSh 730,KSh 760,-18 pieces,Single,FEATURE PHONES,UGBAD,,22324
U2160 Ugbad,BEST PRICE SHOP,KSh 730,KSh 760,0 pieces,Single,FEATURE PHONES,UGBAD,,22322
U2160 Urbest,BEST PRICE SHOP,KSh 880,KSh 930,0 pieces,Single,,,,17630
U2173 Urbest,BEST PRICE SHOP,KSh 900,KSh 950,0 pieces,Single,,,,17631
U3310 Urbest,BEST PRICE SHOP,KSh 900,KSh 930,7 pieces,Single,FEATURE PHONES,URBEST,,17625
U351 Urbest,BEST PRICE SHOP,KSh 880,KSh 930,14 pieces,Single,,,,17628
U37S 2A Oraimo Charger.,BEST PRICE SHOP,KSh 180,KSh 220,94 pieces,Single,CHARGERS,ORAIMO,,18137
U500 Samhe,BEST PRICE SHOP,KSh 830,KSh 870,3 pieces,Single,FEATURE PHONES,SAMHE,,29421
U5022 Urbest,BEST PRICE SHOP,KSh 880,KSh 930,3 pieces,Single,,,,17629
U5628 Ugbad,BEST PRICE SHOP,KSh 950,KSh 980,6 pieces,Single,FEATURE PHONES,UGBAD,,29422
U605 Hisence,BEST PRICE SHOP,"KSh 3,550","KSh 3,700",1 pieces,Single,,,,17399
U700 Samhe,BEST PRICE SHOP,KSh 830,KSh 870,1 pieces,Single,FEATURE PHONES,SAMHE,,29428
U72 16/1 Luxus,BEST PRICE SHOP,"KSh 3,800","KSh 4,000",11 pieces,Single,FEATURE PHONES,LUXUS,,27715
Uk 01 Calus Charger.,BEST PRICE SHOP,KSh 150,KSh 180,51 pieces,Single,,,,18628
Uk 02 Calus Charger,BEST PRICE SHOP,KSh 140,KSh 170,0 pieces,Single,,,,18629
Usb 3pins,BEST PRICE SHOP,KSh 0,KSh 30,0 pieces,Single,,,,17118
Usb Amaya,BEST PRICE SHOP,KSh 38,KSh 50,235 pieces,Single,,,,17210
Usb Amaya Cable,BEST PRICE SHOP,KSh 0,KSh 80,0 pieces,Single,,,,17064
Usb Bavin,BEST PRICE SHOP,KSh 70,KSh 100,0 pieces,Single,,,,17643
Usb Bavin Type C,BEST PRICE SHOP,KSh 0,KSh 120,-1 pieces,Single,,,,17125
Usb C To C.,BEST PRICE SHOP,KSh 400,KSh 600,0 pieces,Single,,,,18580
Usb Cable,BEST PRICE SHOP,KSh 0,KSh 100,0 pieces,Single,,,,17642
Usb Flame Cable Fca-M2,BEST PRICE SHOP,KSh 35,KSh 60,3 pieces,Single,,FLAME,,18402
Usb Galactic Micro.,BEST PRICE SHOP,KSh 45,KSh 60,557 pieces,Single,USB,GALACTIC,,18190
usb Galactic Type C,BEST PRICE SHOP,KSh 90,KSh 110,0 pieces,Single,,,,18191
Usb Infinix/Tecno/Samsung,BEST PRICE SHOP,KSh 25,KSh 50,91 pieces,Single,,,,16950
Usb M11 Itel Cable,BEST PRICE SHOP,KSh 40,KSh 50,"3,709 pieces",Single,USB,ITEL,,29402
Usb Oraimo  Bag,BEST PRICE SHOP,KSh 40,KSh 60,0 pieces,Single,,,,16998
Usb Oraimo Boxed,BEST PRICE SHOP,KSh 95,KSh 120,"1,219 pieces",Single,ACCESSORIES,ORAIMO,,16997
Usb Oraimo Original,BEST PRICE SHOP,KSh 85,KSh 100,558 pieces,Single,ACCESSORIES,ORAIMO,,17031
Usb Type C Fca-C2 Flame Cable.,BEST PRICE SHOP,KSh 40,KSh 70,-52 pieces,Single,,FLAME,,18403
Usb Type C Oraimo Ocd-C53,BEST PRICE SHOP,KSh 135,KSh 160,340 pieces,Single,USB,ORAIMO,,17460
Usb Type C To C 3A,BEST PRICE SHOP,KSh 400,KSh 600,10 pieces,Single,,,,18583
Usb Type C To C 5A.,BEST PRICE SHOP,KSh 800,"KSh 1,000",5 pieces,Single,,,,18579
V008 Vitrone,BEST PRICE SHOP,KSh 0,"KSh 2,550",0 pieces,Single,,,,17475
V01 Car Modulator,BEST PRICE SHOP,KSh 350,KSh 400,0 pieces,Single,,,,18246
V027 Vitrone,BEST PRICE SHOP,"KSh 2,400","KSh 2,650",-1 pieces,Single,,,,17259
V036 Vitrone,BEST PRICE SHOP,"KSh 2,400","KSh 2,650",0 pieces,Single,,,,17509
V1 Sowhat,BEST PRICE SHOP,"KSh 2,900","KSh 3,100",0 pieces,Single,FEATURE PHONES,,,17686
V100 Momofly.,BEST PRICE SHOP,KSh 730,KSh 770,-1 pieces,Single,FEATURE PHONES,MOMOFLY,,18554
V100 Villaon,BEST PRICE SHOP,KSh 850,KSh 880,-1 pieces,Single,,,,17955
V1000,BEST PRICE SHOP,KSh 0,KSh 900,0 pieces,Single,,,,17363
V101 We+,BEST PRICE SHOP,KSh 750,KSh 780,0 pieces,Single,FEATURE PHONES,WE+,,22068
V11 Maxfone,BEST PRICE SHOP,"KSh 1,380","KSh 1,430",0 pieces,Single,,,,18156
V110 No Charger,BEST PRICE SHOP,KSh 800,KSh 830,"2,079 pieces",Single,FEATURE PHONES,VILLAON,,22326
V110 With Charger,BEST PRICE SHOP,KSh 880,KSh 910,7 pieces,Single,FEATURE PHONES,VILLAON,,27788
V111 Villaon,BEST PRICE SHOP,KSh 700,KSh 830,0 pieces,Single,FEATURE PHONES,VILLAON,,19580
V112 Villaon,BEST PRICE SHOP,KSh 950,"KSh 1,000",222 pieces,Single,FEATURE PHONES,VILLAON,,26919
V12 Maxfone,BEST PRICE SHOP,"KSh 1,380","KSh 1,430",1 pieces,Single,,,,18157
V12 Xtigi,BEST PRICE SHOP,"KSh 5,200","KSh 5,400",3 pieces,Single,,,,17589
V13,BEST PRICE SHOP,KSh 630,KSh 680,1 pieces,Single,,,,17320
V20 Villaon,BEST PRICE SHOP,"KSh 5,150","KSh 5,300",3 pieces,Single,FEATURE PHONES,VILLAON,,22236
V209D Vitrone.,BEST PRICE SHOP,"KSh 2,400","KSh 2,600",4 pieces,Single,,,,18618
V210 Villaon,BEST PRICE SHOP,"KSh 1,050","KSh 1,100",0 pieces,Single,,,,18639
V211 Villaon,BEST PRICE SHOP,"KSh 1,100","KSh 1,150",113 pieces,Single,FEATURE PHONES,VILLAON,,27759
V2160 Momofly,BEST PRICE SHOP,KSh 770,KSh 810,70 pieces,Single,FEATURE PHONES,MOMOFLY,,25181
V2160 Villaon.,BEST PRICE SHOP,KSh 770,KSh 810,41 pieces,Single,FEATURE PHONES,VILLAON,,18235
V2160 Vital,BEST PRICE SHOP,KSh 800,KSh 850,0 pieces,Single,,,,17407
V2190 Vital,BEST PRICE SHOP,KSh 800,KSh 850,0 pieces,Single,,,,17408
V290 We+,BEST PRICE SHOP,KSh 730,KSh 760,0 pieces,Single,,,,18641
V292 We+,BEST PRICE SHOP,KSh 820,KSh 850,2 pieces,Single,FEATURE PHONES,WE+,,18692
V296Tri We+,BEST PRICE SHOP,KSh 820,KSh 850,0 pieces,Single,FEATURE PHONES,WE+,,18642
V320+ We+,BEST PRICE SHOP,KSh 800,KSh 850,0 pieces,Single,,,,18649
V360 We+,BEST PRICE SHOP,KSh 820,KSh 850,0 pieces,Single,,,,18643
V4 Sowhat,BEST PRICE SHOP,"KSh 2,900","KSh 3,100",0 pieces,Single,,,,17687
V400 Vitrone Woofer,BEST PRICE SHOP,"KSh 2,700","KSh 3,050",12 pieces,Single,WOOFERS,VITRONE,,32991
V401 Vitron Woofer,BEST PRICE SHOP,"KSh 2,700","KSh 3,050",20 pieces,Single,WOOFERS,VITRONE,,32990
V402 Vitrone Woofer,BEST PRICE SHOP,"KSh 2,700","KSh 3,050",14 pieces,Single,WOOFERS,VITRONE,,32989
V403 Vitrone Woofer,BEST PRICE SHOP,"KSh 2,700","KSh 3,050",20 pieces,Single,WOOFERS,VITRONE,,32988
V411D Vitrone,BEST PRICE SHOP,KSh 0,"KSh 2,500",0 pieces,Single,,,,17173
V466 We+,BEST PRICE SHOP,KSh 950,"KSh 1,000",0 pieces,Single,FEATURE PHONES,WE+,,18693
V468 We+,BEST PRICE SHOP,KSh 950,"KSh 1,000",-5 pieces,Single,,,,18648
V5022 Vital,BEST PRICE SHOP,KSh 800,KSh 830,0 pieces,Single,,,,17409
V504 Vitrone,BEST PRICE SHOP,KSh 0,"KSh 4,300",0 pieces,Single,,,,16905
V510 Vitrone Woofer,BEST PRICE SHOP,"KSh 4,000","KSh 4,350",5 pieces,Single,WOOFERS,VITRONE,,32987
V520 Vitrone Woofer,BEST PRICE SHOP,"KSh 4,000","KSh 4,350",4 pieces,Single,WOOFERS,VITRONE,,32986
V5201 Vitrone,BEST PRICE SHOP,"KSh 3,900","KSh 4,150",78 pieces,Single,WOOFERS,VITRONE,,17557
V5204 Vitrone,BEST PRICE SHOP,"KSh 4,100","KSh 4,450",54 pieces,Single,WOOFERS,VITRONE,,17558
V527 Vitrone,BEST PRICE SHOP,"KSh 5,200","KSh 5,550",35 pieces,Single,WOOFERS,VITRONE,,16910
V528 Vitrone,BEST PRICE SHOP,"KSh 4,450","KSh 4,800",0 pieces,Single,,,,17611
V5310 We+,BEST PRICE SHOP,"KSh 1,300","KSh 1,350",1 pieces,Single,FEATURE PHONES,WE+,,18624
V5606 Villaon,BEST PRICE SHOP,KSh 950,"KSh 1,000",777 pieces,Single,FEATURE PHONES,VILLAON,,18346
V5625 We+,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",0 pieces,Single,,,,18623
V604 Vitrone,BEST PRICE SHOP,"KSh 4,600","KSh 5,200",0 pieces,Single,,,,17647
V635 Vitrone,BEST PRICE SHOP,"KSh 4,900","KSh 5,250",25 pieces,Single,WOOFERS,VITRONE,,17604
V636 Vitrone,BEST PRICE SHOP,"KSh 5,300","KSh 5,650",38 pieces,Single,WOOFERS,VITRONE,,17559
V641 Vitrone,BEST PRICE SHOP,"KSh 4,400","KSh 4,700",6 pieces,Single,WOOFERS,VITRONE,,17818
V642 Vitrone,BEST PRICE SHOP,"KSh 4,400","KSh 4,700",5 pieces,Single,WOOFERS,VITRONE,,17819
V643 Vitrone,BEST PRICE SHOP,"KSh 4,200","KSh 4,600",0 pieces,Single,WOOFERS,VITRONE,,17820
V651 Vitrone.,BEST PRICE SHOP,"KSh 4,400","KSh 4,800",78 pieces,Single,WOOFERS,VITRONE,,18204
V652 Vitrone,BEST PRICE SHOP,"KSh 4,400","KSh 4,800",0 pieces,Single,WOOFERS,VITRONE,,18205
V653 Vitrone.,BEST PRICE SHOP,"KSh 4,400","KSh 4,800",50 pieces,Single,WOOFERS,VITRONE,,18231
V654 Vitrone,BEST PRICE SHOP,"KSh 4,400","KSh 4,800",56 pieces,Single,WOOFERS,VITRONE,,18335
V7 Vifone,BEST PRICE SHOP,KSh 0,"KSh 1,000",1 pieces,Single,,,,16991
V710 We+,BEST PRICE SHOP,"KSh 1,250","KSh 1,300",0 pieces,Single,FEATURE PHONES,WE+,,18640
V800 Bontale.,BEST PRICE SHOP,"KSh 1,400","KSh 1,450",0 pieces,Single,,,,18706
V833 Vitrone,BEST PRICE SHOP,KSh 0,"KSh 9,400",0 pieces,Single,,,,17530
V835 Vitrone,BEST PRICE SHOP,"KSh 8,000","KSh 8,350",0 pieces,Single,,,,17677
V836 Vitrone Woofer,BEST PRICE SHOP,"KSh 6,700","KSh 7,000",0 pieces,Single,,,,17832
V837 Vitrone Woofer,BEST PRICE SHOP,"KSh 7,100","KSh 7,500",18 pieces,Single,WOOFERS,VITRONE,,24399
V838 Vitrone Woofer,BEST PRICE SHOP,"KSh 7,900","KSh 8,400",15 pieces,Single,WOOFERS,VITRONE,,24398
V9,BEST PRICE SHOP,"KSh 1,500","KSh 1,550",0 pieces,Single,,,,18707
V900 Bontale.,BEST PRICE SHOP,"KSh 1,400","KSh 1,450",0 pieces,Single,,,,18703
Venus Earphones,BEST PRICE SHOP,KSh 0,KSh 100,9 pieces,Single,,,,18410
VGA,BEST PRICE SHOP,KSh 100,KSh 130,30 pieces,Single,,,,18340
Vilaon Extension,BEST PRICE SHOP,KSh 0,KSh 500,0 pieces,Single,,,,17189
Vp 363 Villaon PowerBank,BEST PRICE SHOP,KSh 0,"KSh 1,000",2 pieces,Single,,,,17381
W10 Sowhat,BEST PRICE SHOP,"KSh 3,000","KSh 3,200",-1 pieces,Single,,,,17440
W8 Sowart,BEST PRICE SHOP,"KSh 3,000","KSh 3,200",0 pieces,Single,,,,17438
W9 Sowhat,BEST PRICE SHOP,"KSh 3,000","KSh 3,200",0 pieces,Single,,,,17439
Wahl Cheap,BEST PRICE SHOP,"KSh 1,100","KSh 1,300",18 pieces,Single,,WAHL MACHINES,,17678
Wahl Classic,BEST PRICE SHOP,"KSh 1,600","KSh 1,700",0 pieces,Single,,,,17206
Wahl Clear,BEST PRICE SHOP,KSh 850,KSh 950,0 pieces,Single,,,,17201
Wahl Magic Taper,BEST PRICE SHOP,"KSh 2,000","KSh 2,200",0 pieces,Single,,,,18290
Wahl Pro Baic,BEST PRICE SHOP,"KSh 2,000","KSh 2,200",0 pieces,Single,,,,18301
Wall Bracket 14-42,BEST PRICE SHOP,KSh 170,KSh 220,105 pieces,Single,WALLBRACKET,WALLBRACKET,,17215
Wall Bracket HDL 117B-2,BEST PRICE SHOP,KSh 650,KSh 800,36 pieces,Single,WALLBRACKET,WALLBRACKET,,17127
Wall Fan Premier,BEST PRICE SHOP,"KSh 1,900","KSh 2,300",2 pieces,Single,,,,17599
Wall Fan Velmax.,BEST PRICE SHOP,"KSh 1,900","KSh 2,200",1 pieces,Single,,,,18273
WallBracket V-Star,BEST PRICE SHOP,"KSh 2,300","KSh 2,300",-5 pieces,Single,WALLBRACKET,,,25552
Wifi,BEST PRICE SHOP,KSh 0,"KSh 3,800",1 pieces,Single,,,,17561
Wifi All Lines,BEST PRICE SHOP,KSh 0,"KSh 5,700",0 pieces,Single,,,,17866
Wifi Extender,BEST PRICE SHOP,KSh 0,"KSh 1,800",0 pieces,Single,,,,17865
Wiko 2021/2022,BEST PRICE SHOP,"KSh 3,000","KSh 3,200",0 pieces,Single,,,,18138
Wiko Y61,BEST PRICE SHOP,KSh 0,"KSh 8,200",9 pieces,Single,,,,17393
Wikoo G500,BEST PRICE SHOP,"KSh 2,300","KSh 2,500",11 pieces,Single,,,,17726
Wireless Mouse,BEST PRICE SHOP,KSh 350,KSh 400,47 pieces,Single,,,,18200
Wireless Mouse Fmo-W01,BEST PRICE SHOP,KSh 260,KSh 300,82 pieces,Single,ACCESSORIES,FLAME,,22557
Wireless Mouse Galactic,BEST PRICE SHOP,KSh 290,KSh 400,101 pieces,Single,,,,17586
Wk-01 Amtec Woofer,BEST PRICE SHOP,"KSh 5,900","KSh 6,300",0 pieces,Single,,,,17747
Ws 1820 Radio,BEST PRICE SHOP,"KSh 1,350","KSh 1,400",3 pieces,Single,,,,17891
Ws 1822 Radio,BEST PRICE SHOP,"KSh 1,500","KSh 1,550",0 pieces,Single,,,,17470
Ws 1838 Radio,BEST PRICE SHOP,KSh 0,KSh 950,0 pieces,Single,,,,17638
Ws 2519Bt Radio.,BEST PRICE SHOP,KSh 850,KSh 900,0 pieces,Single,,,,18008
WS 2926 Radio,BEST PRICE SHOP,KSh 950,"KSh 1,000",0 pieces,Single,,,,17895
Ws 887 Radio,BEST PRICE SHOP,KSh 350,KSh 400,5 pieces,Single,,,,17050
Wsa 860 Radio,BEST PRICE SHOP,KSh 600,KSh 650,4 pieces,Single,,,,17651
X-Tigi 3307,BEST PRICE SHOP,KSh 0,"KSh 1,350",0 pieces,Single,,,,16938
X1/X2 Diamond.,BEST PRICE SHOP,"KSh 1,800","KSh 2,000",7 pieces,Single,,,,18150
X10 Luxus,BEST PRICE SHOP,"KSh 5,700","KSh 5,900",1 pieces,Single,FEATURE PHONES,LUXUS,,23387
X105 Momofly.,BEST PRICE SHOP,KSh 720,KSh 760,0 pieces,Single,FEATURE PHONES,MOMOFLY,,18490
X150 Safari Battery,BEST PRICE SHOP,KSh 0,KSh 330,2 pieces,Single,,,,17379
X20 Luxus,BEST PRICE SHOP,"KSh 5,700","KSh 5,900",0 pieces,Single,FEATURE PHONES,LUXUS,,23386
X40 16+2 Luxus,BEST PRICE SHOP,"KSh 5,850","KSh 6,100",14 pieces,Single,SMART PHONES,LUXUS,,29374
X5 Kgtel,BEST PRICE SHOP,"KSh 4,550","KSh 4,750",2 pieces,Single,,,,17774
X55,BEST PRICE SHOP,"KSh 4,950","KSh 5,150",2 pieces,Single,,,,17347
X60/X70/X80,BEST PRICE SHOP,"KSh 2,000","KSh 2,200",8 pieces,Single,,,,18151
X612[32+2] Smart Hd Infinix Not for selling,BEST PRICE SHOP,"KSh 8,910","KSh 9,200",0 pieces,Single,,,,16973
X6511B{32+2} Smart 6 4g Infinix,BEST PRICE SHOP,"KSh 9,836","KSh 11,500",0 pieces,Single,,,,17885
X6511G{32+2} Smart 6 Plus Infi,BEST PRICE SHOP,"KSh 11,040","KSh 11,250",0 pieces,Single,,,,17886
X6515 {64+3} Smart 7 Infinix.,BEST PRICE SHOP,"KSh 11,184","KSh 12,184",0 pieces,Single,,,,18587
X6515 {64+4} Smart 7 Infinix.,BEST PRICE SHOP,"KSh 11,830","KSh 12,830",0 pieces,Single,,,,18588
X6516 {64+2} Smart 7 Hd Infinix,BEST PRICE SHOP,"KSh 10,800","KSh 11,200",0 pieces,Single,FEATURE PHONES,INFINIX,,18551
X6517{64+3} Smart 7+,BEST PRICE SHOP,"KSh 11,950","KSh 12,300",0 pieces,Single,FEATURE PHONES,INFINIX,,18451
X6525 128/4 Smart 8 Infinix,BEST PRICE SHOP,"KSh 14,000","KSh 14,400",18 pieces,Single,SMART PHONES,INFINIX,,27561
X6525 64/3 Smart 8 Infinix,BEST PRICE SHOP,"KSh 11,500","KSh 12,000",1 pieces,Single,SMART PHONES,INFINIX,,28004
X657[32+2] Smart 5 Infinix,BEST PRICE SHOP,"KSh 9,400","KSh 9,600",0 pieces,Single,FEATURE PHONES,INFINIX,,16974
X657{32+2} Smart 6 Infinix,BEST PRICE SHOP,"KSh 9,290","KSh 9,500",0 pieces,Single,,,,17887
X657C[32+2] 4G Smart 5 Infinix,BEST PRICE SHOP,"KSh 9,950","KSh 10,150",0 pieces,Single,,,,17515
X658E[64+2] Hot 10i Infinix,BEST PRICE SHOP,"KSh 12,160","KSh 12,400",0 pieces,Single,,,,17037
X663[128+4] Note 11 Infinix,BEST PRICE SHOP,"KSh 17,500","KSh 17,800",0 pieces,Single,,,,17597
X665{64+2} Hot 12i Infinix,BEST PRICE SHOP,"KSh 12,000","KSh 12,300",0 pieces,Single,FEATURE PHONES,INFINIX,,17888
X665B {64+4} Hot 12i Infinix.,BEST PRICE SHOP,"KSh 13,300","KSh 14,500",21 pieces,Single,FEATURE PHONES,INFINIX,,18401
X665B{64+3} Hot 12i Infinix,BEST PRICE SHOP,"KSh 13,050","KSh 13,250",0 pieces,Single,FEATURE PHONES,INFINIX,,16888
X665C{64+3} Hot 20i.,BEST PRICE SHOP,"KSh 13,100","KSh 13,500",97 pieces,Single,SMART PHONES,INFINIX,,18195
X665E{64+4} Hot 20i Infinix.,BEST PRICE SHOP,"KSh 13,720","KSh 13,920",0 pieces,Single,FEATURE PHONES,INFINIX,,18196
X669 {128+8} Hot 30i Infinix.,BEST PRICE SHOP,"KSh 13,900","KSh 14,400",-1 pieces,Single,,,,18688
X669 128/4 Hot 30i Infinix,BEST PRICE SHOP,"KSh 14,000","KSh 14,400",1 pieces,Single,SMART PHONES,INFINIX,,27562
X670{128+8} Note 12 Infinix.,BEST PRICE SHOP,"KSh 25,600","KSh 26,000",3 pieces,Single,FEATURE PHONES,INFINIX,,18123
X671B{128+8} Note 12i pro 5G In,BEST PRICE SHOP,"KSh 30,070","KSh 31,000",0 pieces,Single,,,,18128
X6811[128+8} Zero X Pro Infinix,BEST PRICE SHOP,"KSh 33,380","KSh 33,900",1 pieces,Single,,,,17462
X6815B{128+8} Zero 5G Infinix.,BEST PRICE SHOP,"KSh 27,410","KSh 27,800",2 pieces,Single,,,,18124
X6816{128+4} Hot 12Play Infinix,BEST PRICE SHOP,"KSh 17,450","KSh 17,750",0 pieces,Single,,,,18125
X6816{64+4} Hot 12 Play Infinix,BEST PRICE SHOP,"KSh 14,650","KSh 15,000",0 pieces,Single,,,,18129
X6817{128+4} Hot 12 Infinix,BEST PRICE SHOP,"KSh 18,790","KSh 19,000",0 pieces,Single,,,,16889
x6819{128+4} Note 12i,BEST PRICE SHOP,"KSh 19,470","KSh 19,900",0 pieces,Single,,,,18240
X6825 {128+4} Hot 20 Play.,BEST PRICE SHOP,"KSh 15,326","KSh 16,350",3 pieces,Single,FEATURE PHONES,INFINIX,,18589
X6831 256/8 Hot 30 Infinix,BEST PRICE SHOP,"KSh 20,500","KSh 21,000",23 pieces,Single,SMART PHONES,INFINIX,,22523
X6835B {128+8} Hot 30 Play.,BEST PRICE SHOP,"KSh 16,400","KSh 16,900",1 pieces,Single,SMART PHONES,INFINIX,,18590
X688B[64+4] Hot 11 Play,BEST PRICE SHOP,"KSh 13,770","KSh 13,970",1 pieces,Single,FEATURE PHONES,INFINIX,,17553
X688B{32+3} Hot 11 Play,BEST PRICE SHOP,"KSh 10,369","KSh 12,000",16 pieces,Single,FEATURE PHONES,INFINIX,,18500
X689C [128+4] Hot 10T Infinix,BEST PRICE SHOP,"KSh 14,460","KSh 14,700",0 pieces,Single,,,,17256
X689C{64+4} Hot 10T Infinix,BEST PRICE SHOP,"KSh 12,970","KSh 13,200",0 pieces,Single,,,,17464
X693[64+4] Note 10 Infinix,BEST PRICE SHOP,"KSh 16,150","KSh 16,400",3 pieces,Single,,,,17255
X693[64+4] Note 11i Infinix,BEST PRICE SHOP,"KSh 16,680","KSh 16,900",0 pieces,Single,,,,17624
X695[128+8] Note10 Pro Infinix.,BEST PRICE SHOP,"KSh 21,000","KSh 23,000",2 pieces,Single,FEATURE PHONES,INFINIX,,16975
